'id_car_model','id_car_make','name','date_create','date_update','id_car_type'
'1447','130','Signum','1399024225','1472593872','1'
'1448','130','Sintra','1399024225','1472593873','1'
'1449','130','Speedster','1399024225','1472593873','1'
'1450','130','Tigra','1399024225','1472593873','1'
'1451','130','Vectra','1399024225','1472593874','1'
'1453','130','Zafira','1399024225','1472593874','1'
'1454','131','2500 GT','1399026905','1524439498','1'
'1455','132','Huayra','1399026906','1524439501','1'
'1456','132','Zonda C12','1399026906','1472593877','1'
'1457','133','Esperante','1399026907','1472593878','1'
'1458','133','Roadster','1399026907','1472593878','1'
'1459','134','Alza','1399026908','1524439505','1'
'1461','134','Kelisa','1399026908','1472593881','1'
'1463','134','Kenari','1399026908','1472593882','1'
'1467','135','1007','1399026909','1472593882','1'
'1468','135','104','1399026909','1524439510','1'
'1469','135','106','1399026909','1472593885','1'
'1470','135','107','1399026909','1472593886','1'
'1471','135','2008','1399026909','1472593886','1'
'1472','135','204','1399026909','1524439516','1'
'1473','135','205','1399026909','1472593889','1'
'1474','135','206','1399026909','1472593890','1'
'1475','135','207','1399026909','1472593890','1'
'1476','135','208','1399026909','1472593891','1'
'1477','135','3008','1399026909','1472593891','1'
'1478','135','301','1399026909','1472593891','1'
'1479','135','304','1399026909','1524439523','1'
'1480','135','305','1399026909','1524439523','1'
'1481','135','306','1399026909','1472593892','1'
'1482','135','307','1399026909','1472593892','1'
'1483','135','308','1399026909','1472593983','1'
'1484','135','309','1399026909','1472593983','1'
'1485','135','4007','1399026909','1472593984','1'
'1486','135','4008','1399026909','1472593984','1'
'1487','135','405','1399026909','1472593984','1'
'1488','135','406','1399026909','1472593985','1'
'1489','135','407','1399026909','1472593985','1'
'1490','135','408','1399026909','1472593989','1'
'1491','135','5008','1399026909','1495500378','1'
'1492','135','504','1399026909','1524439535','1'
'1493','135','505','1399026909','1472593989','1'
'1494','135','508','1399026909','1472593989','1'
'1495','135','604','1399026909','1524439538','1'
'1496','135','605','1399026909','1472593990','1'
'1497','135','607','1399026909','1472593990','1'
'1498','135','806','1399026909','1472593990','1'
'1499','135','807','1399026909','1472593991','1'
'1501','135','Partner','1399026909','1472593991','1'
'1502','135','RCZ','1399026909','1472593991','1'
'1504','137','Acclaim','1399026911','1472593992','1'
'1505','137','Breeze','1399026911','1472593992','1'
'1507','137','Laser','1399026911','1472593992','1'
'1508','137','Neon','1399026911','1472593993','1'
'1509','137','Prowler','1399026911','1472593993','1'
'1510','137','Sundance','1399026911','1472593993','1'
'1512','137','Voyager','1399026911','1500585777','1'
'1513','138','6000','1399026912','1472593994','1'
'1514','138','Aztek','1399026912','1472593994','1'
'1515','138','Bonneville','1399026912','1472594103','1'
'1516','138','Fiero','1399026912','1524439567','1'
'1517','138','Firebird','1399026912','1472594103','1'
'1518','138','G4','1399026912','1524439570','1'
'1519','138','G5','1399026912','1524439571','1'
'1520','138','G6','1399026912','1472594104','1'
'1521','138','G8','1399026912','1524439573','1'
'1522','138','Grand AM','1399026912','1472594104','1'
'1523','138','Grand Prix','1399026912','1472594104','1'
'1524','138','GTO','1399026912','1472594105','1'
'1525','138','LeMans','1399026912','1524439578','1'
'1526','138','Montana','1399026912','1472594105','1'
'1527','138','Parisienne','1399026912','1524439580','1'
'1528','138','Phoenix','1399026912','1524439582','1'
'1529','138','Solstice','1399026912','1472594105','1'
'1530','138','Sunbird','1399026912','1524439586','1'
'1531','138','Sunfire','1399026912','1472594106','1'
'1532','138','Tempest','1399026912','1524439590','1'
'1533','138','Torrent','1399026912','1472594106','1'
'1534','138','Trans Sport','1399026912','1472594106','1'
'1535','138','Vibe','1399026912','1472594107','1'
'1536','139','911','1399026913','1472594107','1'
'1537','139','914','1399026913','1524439599','1'
'1538','139','918','1399026913','1472594111','1'
'1539','139','924','1399026913','1524439601','1'
'1540','139','928','1399026913','1472594111','1'
'1541','139','944','1399026913','1524439602','1'
'1543','139','968','1399026913','1472594111','1'
'1544','139','Boxster','1399026913','1472594112','1'
'1545','139','Carrera GT','1399026913','1472594112','1'
'1546','139','Cayenne','1399026913','1472594112','1'
'1547','139','Cayman','1399026913','1472594113','1'
'1548','139','Macan','1399026913','1472594113','1'
'1549','139','Panamera','1399026913','1472594113','1'
'1550','140','118NE','1399026914','1472594114','1'
'1551','140','Padmini','1399026914','1472594114','1'
'1555','141','Juara','1399030811','1472594117','1'
'1556','141','Perdana','1399030811','1472594222','1'
'1557','141','Persona 300 Compact','1399030811','1472594342','1'
'1559','141','Saga','1399030811','1472594252','1'
'1561','141','Waja','1399030811','1472594253','1'
'1567','144','3','1399030814','1472594253','1'
'1568','145','Mangusta','1399030815','1472594352','1'
'1569','146','Scimitar SS1','1399030815','1472594274','1'
'1570','147','11','1399030817','1472594278','1'
'1571','147','12','1399030817','1472594278','1'
'1572','147','14','1399030817','1472594281','1'
'1573','147','15','1399030817','1472594282','1'
'1574','147','16','1399030817','1472594282','1'
'1575','147','17','1399030817','1472594283','1'
'1576','147','18','1399030817','1472594283','1'
'1577','147','19','1399030817','1472594283','1'
'1578','147','20','1399030817','1472594284','1'
'1579','147','21','1399030817','1472594284','1'
'1580','147','25','1399030817','1472594284','1'
'1581','147','30','1399030817','1472594285','1'
'1582','147','4','1399030817','1472594285','1'
'1583','147','5','1399030817','1472594288','1'
'1584','147','6','1399030817','1472594298','1'
'1585','147','9','1399030817','1472594298','1'
'1586','147','Avantime','1399030817','1472594298','1'
'1588','147','Clio','1399030817','1472594355','1'
'1589','147','Duster','1399030817','1472594355','1'
'1590','147','Espace','1399030817','1472594355','1'
'1592','147','Fluence','1399030817','1472594356','1'
'1593','147','Fuego','1399030817','1472594356','1'
'1594','147','Kangoo','1399030817','1472594356','1'
'1595','147','Koleos','1399030817','1472594357','1'
'1596','147','Laguna','1399030817','1472594357','1'
'1597','147','Latitude','1399030817','1472594366','1'
'1598','147','Logan','1399030817','1472594367','1'
'1599','147','Megane','1399030817','1472594367','1'
'1600','147','Modus','1399030817','1472594368','1'
'1601','147','Rodeo','1399030817','1472594368','1'
'1602','147','Safrane','1399030817','1472594368','1'
'1603','147','Sandero','1399030817','1472594369','1'
'1604','147','Scenic','1399030817','1472594369','1'
'1605','147','Sport Spider','1399030817','1472594372','1'
'1606','147','Symbol','1399030817','1472594373','1'
'1607','147','Twingo','1399030817','1472594373','1'
'1608','147','Twizy','1399030817','1477127171','1'
'1609','147','Vel Satis','1399030817','1472594382','1'
'1610','147','Wind','1399030817','1472594383','1'
'1611','147','Zoe','1399030817','1472594383','1'
'1612','148','SM3','1399030818','1472594384','1'
'1613','148','SM5','1399030818','1472594411','1'
'1614','148','SM7','1399030818','1472594412','1'
'1615','149','Corniche','1399030819','1472594412','1'
'1616','149','Ghost','1399030819','1472594415','1'
'1617','149','Park Ward','1399030819','1472594416','1'
'1618','149','Phantom','1399030819','1472594416','1'
'1619','149','Silver Seraph','1399030819','1472594416','1'
'1620','149','Silver Spur','1399030819','1472594417','1'
'1621','149','Wraith','1399030819','1472594417','1'
'1622','150','Lightning','1399030820','1472594417','1'
'1623','151','100','1399035012','1472594418','1'
'1624','151','200 Series','1399035013','1472594418','1'
'1625','151','25','1399035013','1472594418','1'
'1626','151','400 Series','1399035013','1472594419','1'
'1627','151','45','1399035013','1472594419','1'
'1628','151','600 Series','1399035013','1472594420','1'
'1629','151','75','1399035013','1472594420','1'
'1630','151','800 Series','1399035013','1472594420','1'
'1631','151','Metro','1399035013','1524439720','1'
'1632','151','Mini MK','1399035013','1472594421','1'
'1633','151','P6','1399035013','1524439725','1'
'1634','151','SD1','1399035013','1524439727','1'
'1635','152','9-2X','1399035014','1472594421','1'
'1636','152','9-3','1399035014','1472594421','1'
'1638','152','9-5','1399035014','1472594422','1'
'1639','152','9-7X','1399035014','1472594422','1'
'1640','152','90','1399035014','1472594422','1'
'1641','152','900','1399035014','1472594423','1'
'1642','152','9000','1399035014','1472594525','1'
'1643','152','95','1399035014','1472594526','1'
'1644','152','96','1399035014','1472594526','1'
'1645','152','99','1399035014','1472594527','1'
'1646','153','S7','1399035015','1472594527','1'
'1647','154','PS10','1399035015','1524439745','1'
'1648','155','Astra','1399035017','1524439747','1'
'1649','155','Aura','1399035017','1472594527','1'
'1650','155','ION','1399035017','1472594528','1'
'1653','155','Outlook','1399035017','1472594528','1'
'1654','155','Relay','1399035017','1472594528','1'
'1656','155','Sky','1399035017','1472594529','1'
'1659','155','VUE','1399035017','1472594529','1'
'1660','156','FR-S','1399035018','1472594538','1'
'1661','156','iQ','1399035018','1472594539','1'
'1662','156','tC','1399035018','1472594539','1'
'1663','156','xA','1399035018','1524439759','1'
'1664','156','xB','1399035018','1472594539','1'
'1665','156','xD','1399035018','1472594540','1'
'1666','157','133','1399035019','1524439767','1'
'1667','157','Alhambra','1399035019','1472594540','1'
'1668','157','Altea','1399035019','1472594541','1'
'1669','157','Arosa','1399035019','1472594541','1'
'1670','157','Cordoba','1399035019','1472594541','1'
'1671','157','Exeo','1399035019','1472594542','1'
'1672','157','Fura','1399035019','1524439776','1'
'1673','157','Ibiza','1399035019','1472594542','1'
'1674','157','Leon','1399035019','1472594542','1'
'1675','157','Malaga','1399035019','1472594543','1'
'1676','157','Marbella','1399035019','1472594543','1'
'1677','157','Ronda','1399035019','1524439784','1'
'1678','157','Toledo','1399035019','1472594643','1'
'1679','158','Noble','1399035020','1524439788','1'
'1680','158','Sceo','1399035020','1472594643','1'
'1681','159','100','1399035021','1524439791','1'
'1682','159','Citigo','1399035021','1472594644','1'
'1683','159','Fabia','1399035021','1472594644','1'
'1684','159','Favorit','1399035021','1472594647','1'
'1685','159','Felicia','1399035021','1472594648','1'
'1686','159','Octavia','1399035021','1472594648','1'
'1687','159','Rapid','1399035021','1472594763','1'
'1688','159','Roomster','1399035021','1472594673','1'
'1689','159','Superb','1399035021','1472594675','1'
'1690','159','Yeti','1399035021','1472594676','1'
'1691','160','Forfour','1399035022','1472594678','1'
'1692','160','Fortwo','1399035022','1472594678','1'
'1693','160','Roadster','1399035022','1472594679','1'
'1694','161','Lioncel','1399038607','1472594679','1'
'1695','162','R45','1399038608','1472594679','1'
'1697','163','C8','1399038609','1472594680','1'
'1699','165','Actyon','1399038610','1472594680','1'
'1701','165','Chairman','1399038610','1472594680','1'
'1702','165','Kallista','1399038610','1524439822','1'
'1703','165','Korando Family','1399038610','1472594763','1'
'1704','165','Korando','1399038610','1472594764','1'
'1705','165','Kyron','1399038610','1472594722','1'
'1706','165','Musso','1399038610','1472594723','1'
'1707','165','Rexton','1399038610','1472594723','1'
'1708','165','Rodius','1399038610','1472594724','1'
'1709','165','Stavic','1399038611','1472594764','1'
'1710','166','Alcyone','1399038612','1524439836','1'
'1711','166','Baja','1399038612','1472594767','1'
'1712','166','BRZ','1399038612','1472594771','1'
'1713','166','Dex','1399038612','1500586462','1'
'1714','166','Domingo','1399038612','1524439841','1'
'1715','166','Exiga','1399038612','1500586464','1'
'1716','166','Forester','1399038612','1472594771','1'
'1717','166','Impreza','1399038612','1472594771','1'
'1718','166','Justy','1399038612','1472594772','1'
'1719','166','Legacy','1399038612','1472594772','1'
'1720','166','Leone','1399038612','1524439852','1'
'1721','166','Libero','1399038612','1472594775','1'
'1722','166','Lucra','1399038612','1524439855','1'
'1723','166','Outback','1399038612','1472594776','1'
'1724','166','Pleo','1399038612','1472594776','1'
'1725','166','R1','1399038612','1472594776','1'
'1726','166','R2','1399038612','1472594777','1'
'1727','166','Sambar','1399038612','1524439860','1'
'1728','166','Stella','1399038612','1524439861','1'
'1729','166','SVX','1399038612','1472594777','1'
'1730','166','Traviq','1399038612','1472594786','1'
'1731','166','Trezia','1399038612','1524439864','1'
'1732','166','Tribeca','1399038612','1472594787','1'
'1733','166','Vivio','1399038612','1472594787','1'
'1734','166','XT','1399038612','1472594796','1'
'1735','166','XV','1399038612','1472594797','1'
'1736','167','Aerio','1399038613','1472594797','1'
'1737','167','Alto','1399038613','1472594806','1'
'1738','167','Baleno','1399038613','1472594807','1'
'1739','167','Cappuccino','1399038613','1472594807','1'
'1740','167','Cervo','1399038613','1524439878','1'
'1741','167','Ertiga','1399038613','1524439881','1'
'1742','167','Escudo','1399038613','1500586552','1'
'1743','167','Every','1399038613','1472594883','1'
'1744','167','Forenza','1399038613','1472594883','1'
'1745','167','Grand Vitara','1399038613','1472594884','1'
'1746','167','Ignis','1399038613','1472594884','1'
'1747','167','Jimny','1399038613','1472594887','1'
'1748','167','Kei','1399038613','1472594888','1'
'1749','167','Kizashi','1399038613','1472594888','1'
'1750','167','Landy','1399038613','1524439895','1'
'1751','167','Liana','1399038613','1472594891','1'
'1752','167','MR Wagon','1399038613','1472594892','1'
'1753','167','Palette','1399038613','1524439901','1'
'1754','167','Reno','1399038613','1524439902','1'
'1755','167','Solio','1399038613','1524439908','1'
'1757','167','Splash','1399038613','1472594892','1'
'1758','167','Swift','1399038613','1472594892','1'
'1759','167','SX4','1399038613','1472594893','1'
'1760','167','Verona','1399038613','1524439911','1'
'1761','167','Wagon R','1399038613','1472594893','1'
'1763','167','X-90','1399038613','1472594896','1'
'1764','167','XL7','1399038613','1472594897','1'
'1769','168','Solara','1399038614','1472594897','1'
'1772','169','Estate','1399038615','1472594897','1'
'1773','169','Indica','1399038615','1472594898','1'
'1774','169','Indigo','1399038615','1472594898','1'
'1776','169','Safari','1399038615','1472594898','1'
'1777','169','Sierra','1399038615','1472594899','1'
'1778','169','Sumo','1399038615','1472594899','1'
'1779','170','T613','1399038616','1472594908','1'
'1780','170','T700','1399038616','1472594909','1'
'1782','172','Model S','1399041606','1472594909','1'
'1783','172','Roadster','1399041606','1472595003','1'
'1784','173','Century','1399041607','1472595003','1'
'1785','174','Admiral','1399041609','1503347924','1'
'1786','175','Dogan','1399041609','1472595003','1'
'1787','175','Kartal','1399041609','1472595004','1'
'1788','175','131','1399041609','1472595004','1'
'1789','175','Sahin','1399041609','1472595005','1'
'1790','175','Serce','1399041609','1472595005','1'
'1791','176','4Runner','1399041611','1488115673','1'
'1792','176','Allex','1399041611','1472595006','1'
'1793','176','Allion','1399041611','1472595006','1'
'1794','176','Alphard','1399041611','1472595009','1'
'1795','176','Altezza','1399041611','1472595019','1'
'1796','176','Aristo','1399041611','1472595019','1'
'1797','176','Aurion','1399041611','1472595019','1'
'1798','176','Auris','1399041611','1472595020','1'
'1799','176','Avalon','1399041611','1472595020','1'
'1800','176','Avensis','1399041611','1472595029','1'
'1801','176','Avensis Verso','1399041611','1472595030','1'
'1802','176','Aygo','1399041611','1472595030','1'
'1803','176','bB','1399041611','1472595033','1'
'1804','176','Belta','1399041611','1472595034','1'
'1805','176','Blade','1399041611','1472595034','1'
'1806','176','Blizzard','1399041611','1472595043','1'
'1807','176','Brevis','1399041611','1472595044','1'
'1808','176','Caldina','1399041611','1472595044','1'
'1809','176','Cami','1399041611','1472595123','1'
'1810','176','Camry','1399041611','1472595123','1'
'1811','176','Carina ED','1399041611','1524439979','1'
'1812','176','Carina','1399041611','1472595123','1'
'1813','176','Cavalier','1399041611','1472595124','1'
'1814','176','Celica','1399041611','1472595124','1'
'1815','176','Celsior','1399041611','1472595124','1'
'1816','176','Century','1399041611','1472595125','1'
'1817','176','Chaser','1399041611','1472595125','1'
'1818','176','Corolla','1399041611','1472595128','1'
'1819','176','Corolla Rumion','1399041611','1472595129','1'
'1820','176','AC','1399041611','1524439956','1'
'1821','176','Corona','1399041611','1472595129','1'
'1822','176','Corsa','1399041611','1472595129','1'
'1823','176','Cressida','1399041611','1472595130','1'
'1824','176','Cresta','1399041611','1472595130','1'
'1825','176','Crown Majesta','1399041611','1472595130','1'
'1826','176','Crown','1399041611','1472595131','1'
'1827','176','Curren','1399041611','1472595131','1'
'1828','176','Cynos','1399041611','1472595134','1'
'1829','176','Duet','1399041611','1472595135','1'
'1830','176','Echo','1399041611','1472595135','1'
'1831','176','Estima','1399041611','1472595135','1'
'1832','176','FJ Cruiser','1399041611','1472595136','1'
'1833','176','Fortuner','1399041611','1472595136','1'
'1834','176','Fun Cargo','1399041611','1472595136','1'
'1835','176','Gaia','1399041611','1519115473','1'
'1836','176','Granvia','1399041611','1472595137','1'
'1837','176','GT 86','1399041611','1472595243','1'
'1838','176','Harrier','1399041611','1472595243','1'
'1839','176','Hiace','1399041611','1472595244','1'
'1840','176','Highlander','1399041611','1472595244','1'
'1841','176','Hilux Surf','1399041611','1472595244','1'
'1842','176','Hilux','1399041611','1472595245','1'
'1843','176','Innova','1399041611','1472595245','1'
'1844','176','Ipsum','1399041611','1472595248','1'
'1845','176','iQ','1399041611','1472595252','1'
'1846','176','Isis','1399041611','1472595252','1'
'1847','176','Ist','1399041611','1472595252','1'
'1848','176','Kluger','1399041611','1472595253','1'
'1849','176','Land Cruiser','1399041611','1472595253','1'
'1850','176','Land Cruiser Prado','1399041611','1472595253','1'
'1851','177','1.1','1399041612','1472595254','1'
'1852','177','P 601','1399041612','1472595254','1'
'1859','180','400','1399041614','1498334429','1'
'1862','180','Cerbera','1399041614','1498334429','1'
'1863','180','Chimaera','1399041614','1498334430','1'
'1864','180','Griffith','1399041614','1498334430','1'
'1865','180','S','1399041614','1498334430','1'
'1867','180','Tamora','1399041614','1498334430','1'
'1868','180','Tuscan','1399041614','1498334431','1'
'1869','181','Adam','1399045204','1524440115','1'
'1871','181','Astra','1399045204','1524440116','1'
'1873','181','Carlton','1399045204','1524440116','1'
'1882','181','Royale','1399045204','1524440117','1'
'1886','181','Vectra','1399045204','1524440118','1'
'1887','181','Ventora','1399045204','1524440119','1'
'1888','181','Viceroy','1399045204','1524440119','1'
'1889','181','Victor','1399045204','1524440120','1'
'1890','181','Viva','1399045204','1524440121','1'
'1891','181','VXR8','1399045204','1524440123','1'
'1894','182','W8','1399045205','1472595254','1'
'1895','183','210','1399045206','1472595255','1'
'1896','183','260 LM','1399045206','1472595255','1'
'1897','183','300','1399045206','1472595264','1'
'1898','183','400','1399045206','1472595265','1'
'1900','184','Beetle','1399045207','1472595265','1'
'1901','184','Bora','1399045207','1472595265','1'
'1902','184','Caddy','1399045207','1472595266','1'
'1903','184','Corrado','1399045207','1472595266','1'
'1904','184','Derby','1399045207','1472595363','1'
'1905','184','Eos','1399045207','1472595363','1'
'1906','184','Fox','1399045207','1472595364','1'
'1908','184','Golf','1399045207','1472595364','1'
'1910','184','Gol','1399045207','1472595367','1'
'1911','184','Iltis','1399045207','1472595368','1'
'1912','184','Jetta','1399045207','1472595368','1'
'1914','184','Lupo','1399045207','1472595368','1'
'1915','184','Multivan','1399045207','1472595369','1'
'1917','184','Passat','1399045207','1472595369','1'
'1918','184','Passat CC','1399045207','1472595370','1'
'1919','184','Phaeton','1399045207','1472595370','1'
'1920','184','Pointer','1399045207','1472595370','1'
'1921','184','Polo','1399045207','1472595371','1'
'1922','184','Routan','1399045207','1472595371','1'
'1923','184','Santana','1399045207','1524440159','1'
'1924','184','Scirocco','1399045207','1472595371','1'
'1925','184','Sharan','1399045207','1472595372','1'
'1926','184','Taro','1399045207','1524440163','1'
'1927','184','Tiguan','1399045207','1472595372','1'
'1928','184','Touareg','1399045207','1472595375','1'
'1929','184','Touran','1399045207','1472595376','1'
'1932','184','Vento','1399045207','1472595376','1'
'1934','185','140','1399045209','1524440174','1'
'1935','185','164','1399045209','1524440174','1'
'1936','185','240','1399045209','1511171463','1'
'1937','185','260','1399045209','1524440176','1'
'1939','185','440','1399045209','1472595377','1'
'1940','185','460','1399045209','1472595380','1'
'1941','185','480','1399045209','1472595381','1'
'1942','185','66','1399045209','1524440180','1'
'1943','185','740','1399045209','1513777601','1'
'1944','185','760','1399045209','1472595381','1'
'1945','185','780','1399045209','1524440182','1'
'1946','185','850','1399045209','1472595603','1'
'1947','185','940','1399045209','1472595504','1'
'1948','185','960','1399045209','1472595504','1'
'1949','185','C30','1399045209','1472595504','1'
'1950','185','C70','1399045209','1472595505','1'
'1952','185','S40','1399045209','1472595505','1'
'1953','185','S60','1399045209','1472595505','1'
'1954','185','S70','1399045209','1472595506','1'
'1955','185','S80','1399045209','1472595506','1'
'1956','185','S90','1399045209','1472595603','1'
'1957','185','V40','1399045209','1472595528','1'
'1958','185','V50','1399045209','1472595528','1'
'1959','185','V60','1399045209','1472595528','1'
'1960','185','V70','1399045209','1472595529','1'
'1961','185','V90','1399045209','1476923957','1'
'1962','185','XC60','1399045209','1472595529','1'
'1963','185','XC70','1399045209','1472595529','1'
'1964','185','XC90','1399045209','1472595530','1'
'1965','186','Corda','1399045210','1472595530','1'
'1966','186','Estina','1399045210','1472595530','1'
'1967','186','Tingo','1399045210','1472595531','1'
'1969','187','353','1399045211','1472595531','1'
'1971','188','Seight','1399045213','1524440206','1'
'1972','189','GT MF5','1399045214','1472595604','1'
'1974','190','PICKUP X3','1399045215','1472595553','1'
'1975','190','SR-V X3','1399045215','1472595553','1'
'1976','190','SUV X3','1399045215','1472595553','1'
'1978','191','Yugo Florida','1399049409','1472595604','1'
'1979','191','Yugo Skala','1399049409','1472595604','1'
'1980','191','Yugo Koral','1399049409','1472595605','1'
'1982','193','Admiral','1399049411','1472595605','1'
'1983','193','GrandTiger','1399049411','1472595608','1'
'1984','193','Landmark','1399049411','1472595609','1'
'1991','215','1111 Oka','1399049416','1511212718','1'
'1992','215','2101','1399049416','1511212718','1'
'1993','215','2102','1399049416','1511212718','1'
'1994','215','2103','1399049416','1511212718','1'
'1995','215','2104','1399049416','1511212718','1'
'1996','215','2105','1399049416','1511212718','1'
'1997','215','2106','1399049416','1511212718','1'
'1998','215','2107','1399049416','1511212718','1'
'1999','215','2108','1399049416','1511212718','1'
'2000','215','2109','1399049416','1511212719','1'
'2001','215','21099','1399049416','1511212719','1'
'2002','215','2110','1399049416','1511212719','1'
'2003','215','2111','1399049416','1511212719','1'
'2004','215','2112','1399049416','1511212719','1'
'2005','215','2113','1399049416','1511212719','1'
'2006','215','2114','1399049416','1511212719','1'
'2007','215','2115','1399049416','1511212719','1'
'2008','215','2120 Nadezhda','1399049416','1511212719','1'
'2010','215','2123','1399049416','1511212719','1'
'2012','215','4x4','1399049416','1511212719','1'
'2015','215','Granta','1399049416','1511212719','1'
'2016','215','Kalina','1399049416','1511212719','1'
'2017','215','Largus','1399049416','1511212720','1'
'2018','215','Priora','1399049416','1511212720','1'
'2024','216','2308 Ataman','1399049417','1524440246','1'
'2033','216','3111','1399049417','1472595729','1'
'2034','216','69','1399049417','1472595729','1'
'2035','216','Siber','1399049417','1472595730','1'
'2038','217','1102','1399049418','1472595730','1'
'2039','217','1103','1399049418','1472595730','1'
'2040','217','1105','1399049418','1472595731','1'
'2041','217','965','1399049418','1472595731','1'
'2042','217','966','1399049418','1524440263','1'
'2043','217','968','1399049418','1472595731','1'
'2044','217','Chance','1399049418','1472595732','1'
'2045','217','Forza','1399049418','1524440265','1'
'2046','217','Sens','1399049418','1472595732','1'
'2047','217','Vida','1399049418','1472595735','1'
'2048','218','114','1399052709','1472595736','1'
'2049','218','117','1399052710','1472595736','1'
'2050','218','4104','1399052710','1472595739','1'
'2051','219','2125','1399052711','1472595740','1'
'2053','219','2126','1399052711','1472595740','1'
'2054','219','2717','1399052711','1472595843','1'
'2058','222','1302','1399052713','1472595844','1'
'2060','222','969','1399052713','1472595844','1'
'2061','223','2136','1399052714','1472595845','1'
'2062','223','2137','1399052714','1472595845','1'
'2063','223','2138','1399052714','1472595845','1'
'2064','223','2140','1399052714','1472595846','1'
'2065','223','2141','1399052714','1472595846','1'
'2066','223','400','1399052714','1472595849','1'
'2067','223','401','1399052715','1472595850','1'
'2068','223','402','1399052715','1472595850','1'
'2069','223','403','1399052715','1472595853','1'
'2070','223','407','1399052715','1472595854','1'
'2071','223','408','1399052715','1472595854','1'
'2072','223','410','1399052715','1524440294','1'
'2073','223','411','1399052715','1524440295','1'
'2074','223','412','1399052715','1508611152','1'
'2075','223','423','1399052715','1472595963','1'
'2076','223','426','1399052715','1524440297','1'
'2077','223','427','1399052715','1472595875','1'
'2079','223','Ivan Kalita','1399052715','1524440299','1'
'2080','223','Knyaz Vladimir','1399052715','1472595876','1'
'2081','223','Svyatogor','1399052715','1472595876','1'
'2082','223','Yuri Dolgoruky','1399052715','1524440302','1'
'2084','224','S-ZD','1399052716','1524440305','1'
'2086','226','Aquila','1399052717','1472595877','1'
'2087','226','C30','1399052717','1472595877','1'
'2088','226','C10','1399052717','1472595878','1'
'2089','226','C190','1399052717','1472595878','1'
'2090','226','Road Partner','1399052717','1472595963','1'
'2091','226','Tager','1399052717','1472595964','1'
'2092','226','Vega','1399052717','1472595964','1'
'2093','227','3151','1399052718','1472595964','1'
'2094','227','3153','1399052718','1472595965','1'
'2096','227','3160','1399052718','1472595965','1'
'2098','227','469','1399052718','1472595965','1'
'2099','227','Hunter','1399052718','1472595966','1'
'2100','227','Patriot','1399052718','1472595966','1'
'2101','227','Pickup','1399052718','1472595966','1'
'2102','35','Traverse','1401376209','1472595967','1'
'2103','35','Uplander','1401376209','1493901190','1'
'2104','35','Van','1401376209','1472595967','1'
'2105','35','Vectra','1401376209','1472595968','1'
'2106','35','Venture','1401376209','1493901223','1'
'2107','35','Viva','1401376209','1472595968','1'
'2108','35','Volt','1401376209','1472595969','1'
'2109','35','Zafira','1401376210','1472595969','1'
'2110','52','S30','1401383405','1472595969','1'
'2111','67','GC6','1401387312','1472595970','1'
'2112','80','Q70','1401391214','1472595970','1'
'2113','101','Celliya','1401402905','1472595970','1'
'2114','113','Xedos 6','1401405905','1472595971','1'
'2115','113','Xedos 9','1401405905','1472595971','1'
'2116','127','Pixo','1401411009','1472596206','1'
'2117','127','Prairie','1401411009','1472596104','1'
'2118','127','Presage','1401411009','1472596104','1'
'2119','127','Presea','1401411009','1472596104','1'
'2120','127','President','1401411009','1472596105','1'
'2121','127','Primera','1401411009','1472596105','1'
'2122','127','Pulsar','1401411009','1472596105','1'
'2123','127','Qashqai','1401411009','1472596115','1'
'2124','127','Quest','1401411009','1472596116','1'
'2125','127','R\'nessa','1401411009','1472596116','1'
'2126','127','Rasheen','1401411009','1472596117','1'
'2127','127','Rogue','1401411009','1472596117','1'
'2128','127','Roox','1401411009','1472596120','1'
'2129','127','Safari','1401411009','1472596121','1'
'2130','127','Sentra','1401411009','1472596121','1'
'2131','127','Serena','1401411009','1472596121','1'
'2132','127','Silvia','1401411009','1472596122','1'
'2133','127','Skyline Crossover','1401411009','1472596122','1'
'2134','127','Skyline','1401411009','1472596122','1'
'2135','127','Stagea','1401411009','1472596123','1'
'2136','127','Stanza','1401411009','1472596123','1'
'2137','127','Sunny','1401411009','1472596123','1'
'2138','127','Teana','1401411009','1472596127','1'
'2139','127','Terrano','1401411009','1472596127','1'
'2140','127','Terra','1401411009','1521537942','1'
'2141','127','Tiida','1401411009','1472596130','1'
'2142','127','Tino','1401411009','1472596206','1'
'2143','127','Titan','1401411009','1472596206','1'
'2144','127','Vanette','1401411009','1472596207','1'
'2145','127','Versa','1401411009','1472596207','1'
'2146','127','Wingroad','1401411009','1472596210','1'
'2147','127','Xterra','1401411009','1472596211','1'
'2148','127','X-Trail','1401411009','1472596211','1'
'2149','176','Lite Ace','1401428409','1472596211','1'
'2150','176','Mark II','1401428410','1472596212','1'
'2151','176','Mark X','1401428410','1472596212','1'
'2152','176','Mark X Zio','1401428410','1472596213','1'
'2153','176','Master','1401428410','1524440026','1'
'2154','176','Matrix','1401428410','1472596213','1'
'2155','176','Mega Cruiser','1401428410','1472596213','1'
'2156','176','MR2','1401428410','1472596214','1'
'2157','176','Nadia','1401428410','1472596214','1'
'2158','176','Noah','1401428410','1472596215','1'
'2159','176','Opa','1401428410','1472596216','1'
'2160','176','Origin','1401428410','1472596216','1'
'2161','176','Paseo','1401428410','1472596216','1'
'2162','176','Passo','1401428410','1472596217','1'
